movieId,imdbId,Title,rating,Genre,UMAP1,UMAP2,Cluster
80,0112445,The White Balloon (1995),7.8,Drama|Family,1.00026237122418,-0.9100896625765904,39
82,0112379,Antonia's Line (1995),7.5,Comedy|Drama,0.0226545157782153,-0.4874565547313521,71
83,0114039,Once Upon a Time... When We Were Colored (1995),7.2,Drama|Romance,0.1780840511018697,-0.592691953913649,71
86,0118158,White Squall (1996),6.6,Adventure|Drama,-0.1631505691147662,-0.2869391486721884,18
87,0116151,Dunston Checks In (1996),5.3,Comedy|Adventure|Family,0.8503615594499581,-0.335438736212534,80
93,0114825,Vampire in Brooklyn (1995),4.5,Comedy|Fantasy|Horror,1.0319143587163755,-0.0574839849957574,88
94,0115639,Beautiful Girls (1996),7.2,Comedy|Drama|Romance,0.203238624682698,0.684504136393888,83
95,0115759,Broken Arrow (1996),6.0,Action|Crime|Thriller,0.2045240747330657,-0.1526628920817763,65
96,0113403,A Midwinter's Tale (1995),7.3,Comedy,-0.2242732470011818,-0.2169486895468432,67
97,0113247,La Haine,,Drama,-0.8667119948216713,0.1694772351687931,38
101,0115734,Bottle Rocket,,Comedy|Crime|Drama,-0.1008193243201387,0.1150560749770419,4
102,0117102,Mr. Wrong (1996),3.8,Comedy,-0.458920624281842,-0.4322115646346792,93
106,0110251,Nobody Loves Me (1994),7.3,Comedy|Drama,0.2982247354056159,-0.5070189818670593,98
110,0112573,Braveheart,,Action|Drama|History|War,0.1869965599177294,0.2229486142455513,37
111,0075314,Taxi Driver,,Crime|Drama,1.5560295759212366,1.146413043310354,76
113,0115645,Before and After (1996),6.1,Crime|Drama|Mystery,0.3857134121725189,-0.6566116438901357,8
121,0106473,The Boys of St. Vincent (1992),7.7,Drama,0.1659811643504474,-0.9776168695059436,17
126,0110647,The NeverEnding Story III,,Family|Fantasy|Adventure|Comedy,-0.044930804249596,0.1856241867193414,4
128,0110217,Jupiter's Wife (1995),7.2,Documentary|Biography|Mystery,0.2681665749771594,-0.5805686597257721,98
132,0113451,Jade (1995),5.2,Crime|Drama|Thriller,0.034253538758093,0.895665680483113,25
135,0116130,Down Periscope,,Comedy,0.0543864674528538,0.345781811749746,4
137,0113756,Man of the Year (1995),6.1,Comedy|Romance,-1.0320635414653443,-0.0895888406224851,75
140,0118055,Up Close & Personal (1996),6.1,Drama|Romance,-0.2002924400600152,0.5590775845160525,24
141,0115685,The Birdcage (1996),7.0,Comedy,-0.2694701653704783,0.1265007594160613,57
144,0112585,The Brothers McMullen (1995),6.6,Comedy|Drama|Romance,-0.1536756766606363,0.6954149129808658,24
147,0112461,The Basketball Diaries (1995),7.3,Biography|Crime|Drama,0.4102136619701755,-0.3376771982405667,98
148,0112427,An Awfully Big Adventure (1995),6.0,Comedy|Drama|Romance,0.4082487375341125,-0.1584089464281249,21
150,0112384,Apollo 13 (1995),7.6,Adventure|Drama|History,-0.3015150836016916,0.5834846575509886,24
151,0114287,Rob Roy (1995),6.9,Adventure|Biography|History,0.804592886444023,-0.069705544607342,2
152,0112288,The Addiction (1995),6.4,Horror,-0.027231190396095,0.2309255414151106,4
153,0112462,Batman Forever,,Action|Crime|Fantasy,-0.0007428008315081,0.6133846033902963,13
154,0061395,Belle de Jour,,Drama|Romance,0.5326637458300738,0.8790698297172117,49
155,0112495,Beyond Rangoon (1995),6.6,Action|Drama,-1.1687227909130296,0.8987040742177711,70
156,0112541,Blue in the Face,,Comedy,-0.3777070700727713,0.6074164021956034,24
157,0109370,Canadian Bacon (1995),5.9,Comedy,-0.7525788259128222,0.1119621316326029,3
160,0112715,Congo (1995),5.1,Action|Adventure|Mystery,-0.5639128441504698,0.2308499188873017,3
161,0112740,Crimson Tide (1995),7.3,Action|Drama|Thriller,0.8284916464394738,0.280315040994644,96
163,0112851,Desperado (1995),7.2,Action|Thriller,0.5914562795742493,-0.0004929873775275,2
164,0112857,Devil in a Blue Dress,,Thriller|Crime|Mystery,-1.0589868178447426,0.0974448365145747,38
165,0112864,Die Hard with a Vengeance (1995),7.6,Action|Adventure|Thriller,-0.1408558418811867,0.2252301729162995,4
166,0112887,The Doom Generation (1995),5.9,Action|Comedy|Crime,-0.0121710817831347,0.2754525965053422,4
168,0113071,First Knight (1995),5.9,Action|Adventure|Romance,0.7926239507265775,0.1448973952411051,2
169,0113114,Free Willy 2: The Adventure Home (1995),4.9,Adventure|Drama|Family,-0.2073374743708608,-0.2990298089046979,93
170,0113243,Hackers (1995),6.2,Comedy|Crime|Drama,1.2606013160579033,-0.2508954657328764,88
171,0113464,Jeffrey (1995),6.7,Comedy|Drama,0.1862427795101682,-0.7755964252711214,17
173,0113492,Judge Dredd (1995),5.5,Action|Crime|Sci-Fi,0.6411097798967016,-0.133193327227514,2
174,0113500,Jury Duty (1995),4.1,Comedy,-0.856653696221491,-0.0360848799709693,75
175,0113540,Kids (1995),7.0,Drama,0.2740687626217445,0.2662967643232286,37
176,0113677,Living in Oblivion (1995),7.6,Comedy|Drama,0.3715344075521186,0.0904762796586255,37
178,0107447,Love & Human Remains (1993),6.7,Drama|Comedy,-0.1034341721749502,-0.1026859285275768,67
179,0113729,Mad Love (1995),5.3,Drama|Romance,0.3264600452422201,0.1947488589496319,37
180,0113749,Mallrats,,Romance|Comedy,0.8185436007256304,0.3214510423264097,96
181,0113820,Mighty Morphin Power Rangers: The Movie (1995),5.1,Action|Adventure|Family,0.5915900293572611,-0.3271938515212879,80
183,0110604,Mute Witness (1995),6.8,Horror|Thriller,-0.373142774258984,0.0689989431831617,57
184,0110620,Nadja (1994),6.0,Drama|Horror,-0.1251058407045921,-0.5173061012269646,93
185,0113957,The Net (1995),5.9,Action|Crime|Drama,0.0850895475099333,0.0339079227802712,65
187,0114095,Party Girl (1995),6.6,Comedy,0.2399868553309513,0.0712594061396734,37
188,0114194,The Prophecy (1995),6.6,Action|Crime|Drama,-1.023136717415933,0.1822986476475314,38
189,0114241,Reckless (1995),5.1,Comedy|Drama|Fantasy,-0.2267451381872515,0.1100250948193166,57
190,0114323,Safe,,Drama,0.9807585231387927,-0.1757652113501217,88
191,0114345,The Scarlet Letter (1995),5.2,Drama|Romance,-0.1619605541668835,-0.5833266043264298,93
193,0114436,Showgirls (1995),4.6,Drama,-0.3606531138720718,-0.7376390322069688,31
195,0114496,Something to Talk About (1995),5.7,Comedy|Drama|Romance,-0.3417939909370707,0.0004206399068776,67
196,0114508,Species (1995),5.8,Action|Horror|Sci-Fi,-0.0158367933371675,0.309922641135958,4
198,0114558,Strange Days,,Crime|Drama|Science Fiction|Thriller,-0.2851600895383989,-0.1444760543292718,67
202,0114702,Total Eclipse (1995),6.6,Biography|Drama|Romance,0.3815747211254771,0.0084358449459616,21
203,0114682,"To Wong Foo Thanks for Everything, Julie Newmar (1995)",6.4,Comedy|Drama,0.3401116794292471,-0.8009441005436271,17
205,0114798,Unstrung Heroes (1995),6.7,Comedy|Drama,0.1236855618199548,-0.1856793877339231,65
206,0114805,Unzipped (1995),6.4,Documentary,1.188951511018049,0.3588187585652063,96
207,0114887,A Walk in the Clouds (1995),6.6,Drama|Romance,0.3083628146915427,-0.2573954066099018,21
210,0114938,Wild Bill (1995),5.9,Action|Biography|Western,0.2071178844228602,0.6087125823139439,13
214,0110882,Before the Rain (1994),8.1,Drama|War,-0.3633788765169035,-0.2423258861754727,46
215,0112471,Before Sunrise (1995),8.1,Drama|Romance,-0.1153773177771656,0.923329308262332,25
216,0112508,Billy Madison (1995),6.4,Comedy,0.2022016570086738,-0.789121300286729,17
218,0112571,Boys on the Side (1995),6.4,Comedy|Drama,0.1167133173467867,-0.2258859688733723,18
219,0112757,The Cure (1995),7.7,Drama,-0.2437863594666544,0.2887892872150296,57
220,0112643,Castle Freak (1995),5.9,Drama|Horror|Mystery,-0.3418250728316708,0.5311841100955632,24
222,0112679,Circle of Friends (1995),6.6,Drama|Romance,-0.6789883290509678,-0.227503002009102,46
223,0109445,Clerks (1994),7.8,Comedy,0.1620500396428537,-0.2476183971253165,18
224,0112883,Don Juan DeMarco (1994),6.7,Comedy|Drama|Romance,-0.5083513097004115,0.0849335902914741,3
225,0109635,Disclosure,,Thriller|Drama|Crime,1.317526514776665,-1.0267047221802843,86
227,0109676,Drop Zone,,Action|Thriller|Crime,0.0697185582850808,0.0311631937042102,65
228,0112854,Destiny Turns on the Radio (1995),4.5,Crime|Comedy|Fantasy,0.0110752872345786,-0.4240075358061795,18
229,0109579,Death and the Maiden,,Drama|Thriller,1.544266240803972,0.6822730501939026,42
231,0109686,Dumb & Dumber (1994),7.3,Comedy,0.0746475306302985,-0.1896571927113311,18
232,0111797,Eat Drink Man Woman,,Comedy|Drama|Romance,0.5011763113116168,-0.0746058806653041,21
234,0109758,Exit to Eden,,Comedy|Crime|Thriller,0.1173512837081114,-0.6288375685916883,71
235,0109707,Ed Wood (1994),7.9,Biography|Comedy|Drama,-0.4215551844588253,-0.1082873733555722,46
236,0113117,French Kiss (1995),6.5,Comedy|Drama|Romance,0.1040588496977055,-2.075899801666933,0
237,0113097,Forget Paris (1995),6.4,Comedy|Romance,-0.7233665697246684,-0.3193548269801987,46
238,0113028,Far from Home: The Adventures of Yellow Dog,,Action|Adventure|Drama|Family,0.7027598115979263,-0.6656839270924022,8
239,0113198,A Goofy Movie (1995),6.8,Animation|Adventure|Comedy,0.169520465899819,-0.1442058237173288,65
240,0113303,Hideaway (1995),5.3,Fantasy|Horror|Thriller,0.1736972342236473,-1.1323590404175996,92
241,0113089,Fluke (1995),6.7,Drama|Family|Fantasy,-0.5506449952768948,-0.2952091376171221,46
242,0109771,Farinelli,,History|Drama|Music,-0.760252671758807,0.5640775621957489,47
249,0110116,Immortal Beloved (1994),7.5,Biography|Drama|Music,-0.3187418276530232,0.5921482956605686,24
251,0113360,The Hunted (1995),5.9,Action|Drama|Thriller,0.8468249870632915,0.8108621094213134,12
252,0110099,I.Q. (1994),6.2,Comedy|Romance,-0.2858501081504588,-0.5183720221415182,93
255,0110189,The Jerky Boys (1995),4.6,Comedy|Crime,-0.0555037128088798,0.2286207104263843,4
256,0110216,Junior (1994),4.5,Comedy|Romance|Sci-Fi,0.2318621247236734,-0.0182400742433074,65
259,0113552,Kiss of Death (1995),5.9,Action|Crime|Thriller,0.1078603627211897,0.325801788060857,4
260,0076759,Star Wars,,Adventure|Action|Science Fiction,-0.518421988382656,0.3185212581067271,47
261,0110367,Little Women,,Drama|Romance,-0.0144224003539332,1.2197263579602358,72
262,0113670,A Little Princess (1995),7.7,Drama|Family|Fantasy,-0.8326104309860061,0.1946399894144665,38
263,0110296,Ladybird Ladybird (1994),7.5,Drama,-0.5298196133464226,0.2671901841492978,47
265,0103994,Como agua para chocolate (1992),7.2,Drama|Romance,1.3478570553415286,-0.4354920411373171,55
269,0107566,Mi vida loca (1993),6.5,Crime|Drama,0.2349219861305602,-0.9116921869545498,17
270,0110391,Love Affair (1994),5.9,Comedy|Drama|Romance,0.6789959079187278,0.1942785779981968,2
272,0110428,The Madness of King George (1994),7.2,Biography|Comedy|Drama,0.4271078095870978,0.6852346284148693,83
273,0109836,Mary Shelley's Frankenstein (1994),6.4,Drama|Horror|Romance,-1.1531033445937564,0.4128675310605695,73
274,0113755,Man of the House (1995),5.0,Comedy|Family,-0.1843079547454466,-0.5902464177781324,93
275,0110538,Mixed Nuts,,Comedy|Drama|Romance,0.0865459304699024,0.0191392763751659,65
276,0110516,Milk Money (1994),5.5,Comedy|Romance,-1.0465966362961472,-0.718838435897067,52
278,0113808,Miami Rhapsody,,Comedy|Romance,0.5168926795639519,-1.027087663973392,91
279,0113896,My Family (1995),7.3,Drama,0.7543614042029761,-0.6182767636927208,39
280,0113870,Murder in the First,,Crime|Drama,0.3502475481998251,-0.207963739662861,21
281,0110684,Nobody's Fool (1994),7.4,Comedy|Drama,0.5873901506095898,-0.3032798196874406,80
282,0110638,Nell (1994),6.5,Drama,0.6674916313172088,-0.978230899195933,91
284,0117169,New York Undercover Cop,,Action|Thriller|Crime|Drama,0.7169639337193701,-0.2701014234175058,80
288,0110632,Natural Born Killers (1994),7.3,Crime|Drama,0.3488458209528149,-0.2384266665517263,21
289,0110737,Only You (1994),6.5,Comedy|Romance,0.6504397740481249,-0.6612434500689568,8
292,0114069,Outbreak (1995),6.6,Action|Drama|Thriller,0.3751152282987012,0.6361344981301471,83
293,0110413,Léon: The Professional,,Crime|Drama|Action,-2.1421886685065115,-0.3230473264921611,58
294,0114113,The Perez Family,,Comedy|Drama|Romance,0.1055099562184006,-0.6197923585200293,71
295,0114210,A Pyromaniac's Love Story (1995),5.4,Comedy|Romance,-0.3321956102086111,-0.0431110439427307,67
298,0105652,Tui shou (1992),7.3,Comedy|Drama,0.1328359226858026,1.3776673267382569,72
299,0110889,Priest (1994),7.1,Drama|Romance,-1.0057947030758518,1.1352225819730042,32
300,0110932,Quiz Show (1994),7.5,Biography|Drama|History,-0.0848460121517243,0.2082069716847302,4
301,0114129,Picture Bride (1994),6.8,Drama|Romance,0.1205862703876629,-0.6326272685735211,71
302,0110963,Queen Margot (1994),7.5,Biography|Crime|Drama,0.2485564555239937,-2.009756161870226,54
304,0114296,Roommates (1995),6.4,Comedy|Drama,-0.0461847802050975,0.0220751557982372,65
306,0111495,Three Colors: Red (1994),8.1,Drama|Mystery|Romance,0.0876766000436167,-0.0643959263419817,65
308,0111507,Three Colors: White,,Comedy|Drama|Mystery,-0.0398172456196011,0.8368382165204811,25
310,0114268,Rent-a-Kid (1995),5.4,Drama|Family|Comedy,-0.1690543019309057,0.4942421440099429,24
311,0110965,Relative Fear (1994),5.7,Drama|Horror|Thriller,0.7073416719533443,1.073181172461851,49
312,0114571,Stuart Saves His Family (1995),5.3,Comedy|Drama,-0.4749168506141723,-0.5748273126440473,84
313,0111333,The Swan Princess (1994),6.4,Animation|Comedy|Family,0.4103588650438952,-0.1069550819430161,21
314,0111112,The Secret of Roan Inish (1994),7.5,Drama|Family|Fantasy,-2.874839838507614,-0.1612509200309716,68
316,0111282,Stargate (1994),7.1,Action|Adventure|Sci-Fi,-0.5698635462800234,-0.1154280385417125,46
317,0111070,The Santa Clause (1994),6.4,Comedy|Drama|Family,0.682324700516084,-0.4978512320742292,80
318,0111161,The Shawshank Redemption,,Drama|Crime,-0.9956217466714772,-0.5464008149644273,52
319,0111149,Shallow Grave (1994),7.4,Crime|Thriller,0.0084374258761874,-0.1239591298317876,65
320,0108260,Suture (1993),6.7,Drama|Thriller,-0.1220231433800358,0.2426231563397733,4
321,0106966,Strawberry and Chocolate (1993),7.5,Comedy|Drama|Romance,0.3789932388121066,2.2613144773992544,36
322,0114594,Swimming with Sharks (1994),7.1,Comedy|Crime,-0.0987373543988526,0.6268594811403083,24
324,0111309,The Sum of Us (1994),7.4,Comedy|Drama,-0.2253996228362863,-0.4076023375913298,93
325,0113936,Senior Trip (1995),5.6,Adventure|Comedy,0.181820098360177,1.2863311203230103,72
326,0110081,To Live,,Drama|Romance|War,0.2159667285858124,1.3183846869039446,72
327,0114614,Tank Girl (1995),5.2,Action|Comedy|Sci-Fi,-0.3854612737638218,0.0237282807397218,3
329,0111280,Star Trek: Generations,,Science Fiction|Action|Adventure|Thriller,-0.5198816873051045,0.1571978405686596,3
331,0111454,Tom & Viv (1994),6.5,Biography|Drama|Romance,0.729864107818698,-0.1566997578095861,2
332,0114852,Village of the Damned,,Thriller|Horror|Science Fiction,-0.7048122834322637,-0.6167070686788458,84
335,0114788,The Underneath (1995),6.2,Crime|Thriller,0.114537480525525,0.0868614721314365,65
336,0114888,The Walking Dead,,Drama|War,-0.7684909532454764,-0.1766554399923445,75
337,0108550,What's Eating Gilbert Grape (1993),7.8,Drama,-0.0857397766251418,0.1117989417087411,4
338,0114857,Virtuosity,,Action|Crime|Science Fiction|Thriller,0.3166227219661459,-0.6635663267651272,98
339,0114924,While You Were Sleeping (1995),6.7,Comedy|Drama|Romance,-0.1559409287918526,-0.0875222308952294,67
340,0111667,The War (1994),6.7,Drama,-0.0603137904591636,-0.0068101848264994,65
341,0109655,Double Happiness,,Comedy|Romance|Drama,-0.5459518906995098,0.5629237519371662,47
343,0112435,The Baby-Sitters Club (1995),5.7,Comedy|Drama|Family,0.1217099683855394,-0.3860216518098115,18
344,0109040,Ace Ventura: Pet Detective,,Comedy|Mystery|Crime,-1.4986291348317862,-1.3650112670114216,27
345,0109045,"The Adventures of Priscilla, Queen of the Desert (1994)",7.5,Comedy|Music,-1.6528455786357064,-0.0503061565316929,23
347,0104779,Bitter Moon (1992),7.1,Drama|Romance|Thriller,-0.5717221356087415,0.0087855241645455,3
348,0109348,Bullets Over Broadway (1994),7.5,Comedy|Crime,-0.6070098938267008,-0.0090118536652315,3
349,0109444,Clear and Present Danger (1994),6.9,Action|Crime|Drama,0.5513628565190445,-0.8156815583654731,8
351,0109484,"Corrina, Corrina",,Comedy|Family|Romance,0.0032190141291119,-0.2749816642437297,18
352,0109504,Crooklyn,,Comedy|Drama,-0.4082187640779115,0.1139552463562752,3
354,0109450,Cobb (1994),6.5,Biography|Drama|Sport,0.2428597417017152,-0.1869738503610754,21
355,0109813,The Flintstones,,Fantasy|Comedy|Family,0.0045297293734121,0.3592043005188245,4
356,0109830,Forrest Gump,,Comedy|Drama|Romance,-0.3113122702615558,0.3605306805398633,57
359,0110091,I Like It Like That,,Comedy|Drama|Romance,-0.4840328006635594,-0.5489888777322784,84
362,0110213,The Jungle Book (1994),6.0,Adventure|Family|Romance,0.0021674987619852,0.2497573546014562,4
364,0110357,The Lion King (1994),8.5,Animation|Adventure|Drama,-0.2326846957162022,-0.0424310986267163,67
366,0111686,New Nightmare,,Horror|Mystery|Fantasy,0.2104433908618085,0.3744280080417645,13
367,0110475,The Mask (1994),6.9,Comedy|Family|Fantasy,1.2092587050868713,0.4489241292104889,96
368,0110478,Maverick (1994),7.0,Action|Adventure|Comedy,-0.9014664663291966,-0.3847781695731633,75
369,0110588,Mrs. Parker and the Vicious Circle,,Drama,-0.6018350441836132,0.7111858903750521,44
371,0110771,The Paper (1994),6.6,Comedy|Drama,-0.8389630664371084,0.4130009440662707,47
373,0105226,Red Rock West,,Crime|Drama|Thriller,0.0046193849905934,1.7017079465865592,81
379,0111438,Timecop (1994),5.8,Action|Crime|Sci-Fi,-0.648950909098059,0.5683918761144792,47
381,0111693,When a Man Loves a Woman (1994),6.5,Drama|Romance,0.071925501379052,0.1041799172447153,4
382,0111742,Wolf (1994),6.2,Drama|Horror|Romance,0.0762978190412501,-0.8699186386213367,17
383,0111756,Wyatt Earp,,Western|Drama|Action|Adventure,0.2861871168138085,-0.6839848612817645,17
384,0112443,Bad Company (1995),5.4,Crime|Drama|Thriller,0.4279068655200062,0.4066808152194412,82
385,0110455,A Man of No Importance (1994),6.9,Comedy|Drama,0.5248029495123052,-2.325388660179903,16
386,0111048,S.F.W. (1994),5.9,Comedy|Drama,-0.5382299089759977,-0.7027137456506936,84
387,0110399,A Low Down Dirty Shame (1994),5.8,Action|Comedy|Crime,0.1233290292731513,-0.6457756668489465,71
388,0112570,"Boys Life: Three Stories of Love, Lust, and Liberation (1994)",7.2,Drama,0.3516378108711707,0.3823554213697739,82
390,0059170,"Faster, Pussycat! Kill! Kill!",,Crime|Action|Thriller|Comedy,-0.6361166825322031,-0.0121249538824909,3
391,0110186,Jason's Lyric (1994),6.6,Crime|Drama|Romance,2.500622422525915,-0.0150363565436892,34
406,0109785,Federal Hill,,Crime|Drama,-1.6605555907467222,-2.299587898238556,9
407,0113409,In the Mouth of Madness (1994),7.2,Fantasy|Horror|Mystery,-0.2364308991562741,0.5332583728976183,24
410,0106220,Addams Family Values (1993),6.6,Comedy|Fantasy,1.3122997972602397,-0.4287956460857051,88
412,0106226,The Age of Innocence,,Drama|Romance,0.1175273563863145,-1.0633738775622146,92
413,0109068,Airheads,,Comedy|Crime|Music,0.0277453066894887,0.4739497746750921,13
414,0109067,The Air Up There (1994),5.5,Comedy|Family|Sport,0.7430478974059649,0.9458264472719332,49
415,0106292,Another Stakeout (1993),5.5,Action|Comedy|Crime,-0.6006528216380066,-0.1170385295728769,46
417,0109219,Barcelona (1994),7.0,Comedy|Drama|Romance,0.4170733900142913,-0.6673750409272614,8
418,0106379,Being Human (1994),5.4,Comedy|Drama,-0.3984548748473304,0.4902955974723171,24
419,0106400,The Beverly Hillbillies,,Comedy|Family,-0.1699908855254807,-0.3676933502388058,93
420,0109254,Beverly Hills Cop III (1994),5.5,Action|Comedy|Crime,0.0364145532441593,0.500113517663912,13
421,0109279,Black Beauty (1994),6.6,Adventure|Drama|Family,1.4157534507945964,-0.4260238660750024,55
422,0109297,Blink,,Crime|Thriller,-0.6116062889842317,-1.168140096119798,97
424,0109305,Blue Chips (1994),6.1,Drama|Sport,-0.0123146293441818,0.4792705040706688,13
425,0109306,Blue Sky (1994),6.4,Drama|Romance,-0.1283585807946754,0.2800529263869665,4
426,0106452,Body Snatchers (1993),5.9,Horror|Sci-Fi,0.5005099611730912,-0.0523597478811059,21
427,0106471,Boxing Helena (1993),4.6,Drama|Mystery|Romance,0.3228793007103422,0.2385416021637488,37
428,0106489,A Bronx Tale,,Drama|Crime,0.0944193982854774,0.4183094246405039,13
429,0109361,Cabin Boy (1994),5.1,Adventure|Comedy|Romance,0.3322135386654819,-0.4671303362886818,98
430,0106505,Calendar Girl,,Comedy|Drama,-0.3834732029958572,-0.6042082447847106,93
431,0106519,Carlito's Way,,Crime|Drama|Thriller,0.4542111742125894,-0.1205647068838914,21
432,0109439,City Slickers II: The Legend of Curly's Gold (1994),5.4,Comedy|Western,-0.2975747564218529,-0.674853228051616,31
433,0109443,Clean Slate,,Comedy|Mystery,-0.2232429344350035,-1.9176735323502745,0
434,0106582,Cliffhanger (1993),6.4,Action|Adventure|Thriller,-0.674742409091777,-0.1960984834467977,46
436,0109456,Color of Night (1994),5.1,Mystery|Romance|Thriller,-1.9065805341919968,-1.118081892671508,27
438,0109493,The Cowboy Way (1994),5.8,Action|Comedy|Crime,-2.651060548770221,1.656721560645012,6
440,0106673,Dave (1993),6.8,Comedy|Romance,0.2547269384675152,0.1114568109620125,37
441,0106677,Dazed and Confused (1993),7.7,Comedy,0.3652667755691006,0.3711505617043897,82
444,0106834,Even Cowgirls Get the Blues (1993),4.3,Comedy|Drama|Romance,0.9188989483670096,-0.8724401568878527,39
445,0106873,Fatal Instinct (1993),5.7,Comedy|Crime|Thriller,0.0838490704581428,-0.0751371229711585,65
448,0106881,Fearless (1993),7.1,Drama|Thriller,-1.3403710554679682,1.76087989480284,53
449,0106880,Fear of a Black Hat,,Comedy|Music,0.3415893606683323,0.5221965303515856,82
450,0111732,With Honors (1994),6.7,Comedy|Drama,-0.11391719158297,-0.8275265663567288,31
451,0106926,Flesh and Bone (1993),6.2,Drama|Mystery|Romance,0.7213763440718369,0.99152258976861,49
454,0106918,The Firm,,Drama|Mystery|Thriller,0.4830696763848902,-0.3362781847690816,80
455,0106965,Free Willy (1993),5.9,Adventure|Drama|Family,-0.0336852380111424,0.8322837320242311,25
456,0109842,Fresh,,Crime|Drama|Thriller,0.5731567316122201,0.3906555587029878,82
457,0106977,The Fugitive (1993),7.8,Action|Crime|Drama,0.7734154524678507,0.1033276618240299,2
458,0107004,Geronimo: An American Legend,,Western|History|Action|Drama,0.7223163871776086,-0.3919927277797116,80
466,0107144,Hot Shots! Part Deux (1993),6.6,Action|Comedy,0.5701565514970472,0.5037157654895975,82
